Attributes,HeLa.S3.WT.00_h.R1,HeLa.S3.WT.00_h.R2,HeLa.S3.WT.00_h.R3,HeLa.S3.WT.02_h.R1,HeLa.S3.WT.02_h.R2,HeLa.S3.WT.02_h.R3,HeLa.S3.WT.04_h.R1,HeLa.S3.WT.04_h.R2,HeLa.S3.WT.04_h.R3,HeLa.S3.WT.08_h.R1,HeLa.S3.WT.08_h.R2,HeLa.S3.WT.08_h.R3,HeLa.S3.WT.16_h.R1,HeLa.S3.WT.16_h.R2,HeLa.S3.WT.16_h.R3,HeLa.S3.WT.24_h.R1,HeLa.S3.WT.24_h.R2,HeLa.S3.WT.24_h.R3
E1WAF8,2,1.5,1.5,0,0,0,0.5,0,1,0.5,0.5,0.5,2.5,2.5,3.5,3.5,6,7
E1WAF9,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,5,9.5,7
E1WAG0,1,11,0.5,0,1,0,0,0,0.5,1,8,0,51.5,16.5,1.5,65,57,19.5
E1WAG1,0,1,1.5,0,0,0,0.5,0.5,0.5,0,0.5,0,5.5,2.5,2.5,13.5,20.5,15
E1WAG2,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,2,0.5,1,3,1.5,6,23.5,13
E1WAG3,13,6,7.5,0,2,1,4,2.5,2,4,3.5,3.5,7,6,10.5,42.5,46.5,44
E1WAG4,7,10.5,8,1.5,0,0,0,2,1,0.5,1,2,1.5,6.5,4,17.5,12,21
E1WAG5,1,0.5,0,0,0,0,0,0,3,0,2,3.5,1.5,3.5,2.5,9,8.5,8
E1WAG6,2.5,3,1.5,0.5,3,0,0,2,0.5,1.5,2.5,2.5,5.5,6,9,31.5,52.5,45.5
E1WAG7,0,1.5,0.5,0,0,0.5,0,1.5,0,0,2,2,3,5.5,5,18.5,19.5,20.5
E1WAG8,377.5,583.5,631.5,73.5,105,61.5,158.5,321.5,128.5,262.5,502.5,334.5,962.5,1167,986,3703,3862,3865
E1WAG9,254.5,322,397,39,49,13,86.5,162.5,96,245.5,348,132,574.5,668.5,634,1632.5,1873,2039
E1WAH0,34,43.5,50,10.5,5.5,6.5,6.5,13.5,6.5,4.5,12.5,19,16,25,20.5,66,76,97
E1WAH1,35.5,51,53.5,6.5,8.5,4,6,16.5,5.5,8.5,15,18.5,22.5,25,26,77,107,114.5
E1WAH2,32,42,63.5,4,7.5,2,9,26,5,7.5,22,14.5,21.5,29,28.5,88,116,117
E1WAH3,15.5,14.5,24,1.5,2.5,0,6,5.5,1,3,5.5,4.5,9,9,6.5,30.5,30.5,37
E1WAH4,22,29,30,1,3,1,3,7,1.5,5.5,6.5,7.5,12.5,10,6.5,53.5,49.5,60.5
E1WAH5,21,27.5,47,3,1.5,0.5,4.5,8.5,3.5,5,11,10,26.5,24,34.5,106,128,136
E1WAH6,3,2.5,3,3,3,1.5,6.5,8.5,6,4,7,13.5,8.5,14.5,14,23.5,22,39
E1WAH7,1,4.5,6.5,1.5,3,2,3.5,9.5,6,3.5,9,4.5,22.5,25,27,71,70,75
E1WAH8,5.5,7,10.5,5.5,5,4,7,6,11.5,7,16,13,44,51.5,61,123.5,152,154.5
E1WAH9,6.5,8.5,2,5.5,10.5,2.5,4,8,10.5,10.5,13.5,8,68,64.5,42,170,217.5,104.5
E1WAI0,18.5,33.5,29,2.5,2,0,1.5,1.5,1,1,2,0,6,11,11.5,62.5,61,80.5
E1WAI1,13,11,6,2,2,1,1,9.5,0.5,1.5,1,5,8,11,10.5,10.5,12,38.5
E1WAI2,4.5,10,7.5,0.5,1.5,3,1,1,3,2.5,5.5,1,3.5,6,6,15.5,19,28
E1WAI3,2,2.5,5,0,0.5,0,0,4,0.5,1.5,5,1,3,3,2.5,14.5,23.5,19
E1WAI4,5.5,3.5,2.5,0,1,3,0.5,0,0,1.5,4,1,4.5,4.5,8,13.5,16,24.5
E1WAI5,5.5,11,5,0,1.5,0,2,4,0,4,17.5,1.5,9.5,15.5,3.5,108,150,29.5
E1WAI6,6.5,3,1.5,0,1,0,2.5,1.5,1,1,2,3.5,3.5,4.5,4,19,16.5,20
E1WAI7,1.5,5.5,0,2,3,0,3,2,1.5,0,1.5,3.5,5.5,8,7.5,31,35,29
E1WAI8,1.5,7,5.5,0,0.5,1,0,2.5,0,2,4.5,2.5,8.5,11,6.5,32.5,38.5,53
E1WAI9,25.5,28.5,34,8.5,7.5,5.5,4.5,5,4.5,0.5,3.5,5.5,10,17,10,28,42.5,37.5
E1WAJ0,1,3.5,3.5,0.5,3,0,2,4.5,2.5,1.5,1.5,5.5,16.5,14.5,8.5,31,25,31.5
E1WAJ1,13,10.5,9.5,7.5,9,0.5,17.5,30,6.5,5,11.5,13.5,70,65,44.5,135,130.5,157
E1WAJ2,2,2.5,2.5,1.5,2.5,0,7.5,4.5,3,6,6,5.5,23,22,21.5,59,66,98.5
E1WAJ3,13,7,5.5,0.5,1.5,0.5,1,2.5,0,1,1.5,3,7,5.5,5,29,43,30.5
E1WAJ4,2,5,9.5,0.5,1.5,0,3,5.5,2.5,0,5.5,4,7,10.5,12,40,51,60.5
E1WAJ5,45,49.5,38,5,4.5,1.5,3,9,1,5.5,13,4.5,21,28.5,33,151.5,168.5,191.5
E1WAJ6,453,621,778,96.5,114.5,42.5,137,259,84.5,134.5,316.5,155.5,291,383,322.5,911,1040,1149
E1WAJ7,429,539,395,29,45.5,12,70.5,127,45.5,59,117,87.5,205.5,262.5,269.5,1197,1411.5,1436
E1WAJ8,16,27,26.5,3.5,3.5,0.5,7.5,9,3,11,29,9.5,46.5,44,25,307,266,264
E1WAJ9,1.5,0,0,0,0,1,0.5,1.5,0,0,0.5,1,0,1.5,4.5,9.5,10,19.5
E1WAK0,11,3,5.5,0.5,0.5,1,1.5,3.5,0.5,3,3,2.5,8,8.5,12,61,71.5,72
E1WAK1,19.5,20,15,5,4.5,1,8,16,4.5,11.5,11.5,14.5,23,36.5,32,141.5,132,156
E1WAK2,60.5,97.5,70.5,35,42.5,33.5,65.5,108.5,46.5,74,142,104,174.5,217,167,603.5,670,814
E1WAK3,28.5,32.5,31.5,21,23.5,8.5,35,76,25,28,52.5,56.5,75.5,88.5,94,225.5,233.5,326.5
E1WAK4,26.5,33,27,7,2,0.5,10,12,3.5,9.5,15,12.5,27.5,26,25.5,95.5,106.5,114
E1WAK5,3,6.5,9,0.5,0,0,0.5,6,0,3.5,6,1,8.5,9.5,9.5,34.5,31.5,41
E1WAK6,5.5,9.5,11,0.5,1,0.5,1,3,1.5,4,2.5,0.5,6,8.5,6.5,39.5,29.5,44.5
E1WAK7,9.5,7.5,9.5,0.5,0.5,0,5,3,3,0.5,4.5,1,4,8,5.5,36.5,28,39
E1WAK8,3,0.5,2.5,0,2.5,0,1,5.5,0,0,1.5,1,1,2,4.5,14,18.5,31
E1WAK9,24.5,30,31.5,2,6.5,0.5,2,7.5,8,4,6.5,13.5,15.5,12.5,13.5,30.5,45.5,62
E1WAL0,10.5,24,23.5,2.5,2,0.5,0,2,2.5,1,4,2.5,5,9.5,13,29.5,53.5,49.5
E1WAL1,7,8,7.5,1,2,0,0,3,0,0,1,0.5,1.5,1,3,9.5,15.5,18.5
E1WAL2,31,40.5,38.5,2,2,0,4.5,6,2,2,3.5,2.5,14,12.5,21.5,83.5,95.5,129
E1WAL3,23,34.5,22.5,3,1.5,0.5,3,11,4.5,2,7.5,7.5,8.5,18,14,43.5,54,52
E1WAL4,64,84.5,74.5,12.5,19,16,17.5,41,16.5,34.5,80,39,69,91.5,74.5,145.5,157,184
E1WAL5,14.5,25,17,3,5,3,4,4.5,3,9.5,17.5,10.5,23,30,13.5,46,54.5,78
E1WAL6,15.5,22.5,20,4,8.5,0.5,8,10.5,4.5,6.5,15,5,35.5,31,15.5,48,50,67
E1WAL7,8,8.5,9.5,1,0.5,0,0.5,1,1.5,1,4,1,4.5,6,7,32,27.5,30.5
E1WAL8,3.5,4.5,3,0,0,0,2,0,0,0,2,0.5,1.5,3.5,3,12.5,10,21.5
E1WAL9,1,2.5,2,0,0,0,0,0,0,0,1,0.5,4,2,2.5,10,8,10.5
E1WAM0,1.5,0,1.5,0,1,1,1,4,0.5,1,0,3.5,2,2.5,1.5,14.5,9.5,20.5
E1WAM1,3.5,5,18,0,0.5,0,1,7,0,1.5,4.5,1.5,7.5,8,5,24,28,33.5
E1WAM2,0.5,4,2,0.5,0,0.5,1.5,2,1,2.5,3,0.5,4.5,5,6.5,42,39.5,59.5
E1WAM3,1.5,2,2,0,1,0,2.5,0,0.5,1,0,0.5,4.5,1.5,7,14.5,25,28
E1WAM4,10,21,8.5,1.5,2,1.5,4,5.5,1.5,4,10,3.5,18.5,16.5,17,89,115.5,135
E1WAM5,30,30,35.5,3.5,4.5,1,8.5,16.5,6,12,17.5,13.5,34.5,42.5,48,191.5,190,256.5
E1WAM6,20,18,24,0.5,3.5,1,7,9,4.5,3,5.5,10.5,20,25,30.5,71.5,78.5,143
E1WAM7,30,29.5,23.5,2.5,4,0.5,6.5,8,2.5,5.5,11.5,7.5,21,22,32.5,99,126,188.5
E1WAM8,180,237.5,134.5,12.5,15,15.5,17.5,28.5,15.5,15.5,32,53.5,36.5,50.5,70,94,84,99
E1WAM9,16.5,20,15,1.5,1,1,2.5,7,3.5,1.5,8.5,1.5,20,18,16,85,82.5,121
E1WAN0,1.5,3.5,3,0,0.5,0.5,1,1,1,1,3,1,6,4,4.5,21,31,31.5
E1WAN1,4,7.5,3,0.5,0.5,0,2,1,0,1.5,0.5,0.5,3.5,4.5,4,27.5,41.5,40.5
E1WAN2,23.5,27.5,28,2,2,1.5,5,2,2.5,3,8.5,6,20.5,14.5,19.5,98.5,115.5,122
E1WAN3,51.5,76.5,49.5,2.5,3.5,4,6.5,13,4.5,4.5,14.5,9.5,27.5,29,42.5,116.5,129.5,127.5
E1WAN4,37.5,55,52.5,2,7,0.5,8.5,14.5,6,4.5,11.5,10,36,46.5,50.5,265,289,371.5
E1WAN5,39,52.5,55,8,9.5,3,14,33.5,4.5,18,45,13,38.5,45.5,24,51,52.5,73
E1WAN6,10.5,16,23,2,3.5,4.5,5,8.5,1.5,11,8,8,15,18,8.5,35,55.5,49.5
E1WAN7,44,74,66,8.5,9,3,10.5,28,8.5,8,28.5,22.5,27.5,42,43.5,130.5,143,201
E1WAN8,49.5,66.5,61,6,4.5,4,7,31,11.5,11.5,23.5,15.5,43,70,53,168,142,230
E1WAN9,53.5,67,34.5,2.5,14,2,11,22.5,8.5,17,31.5,9.5,37.5,57.5,39.5,217,477.5,134
E1WAP0,4,8,6,0,1,0,1,0.5,0.5,0,0.5,0,3.5,3,2.5,6,12,17.5
E1WAP1,1,0.5,1,0,0,0,0.5,0.5,0,0,0,0,2,0.5,0,6.5,6,4
E1WAP2,1,0.5,1,0,0.5,0,0,0,0,0,0.5,0,0.5,1,0,7.5,8,7
E1WAP3,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,2.5,7.5,4
E1WAP4,24.5,30.5,39.5,1.5,2.5,1.5,4.5,3,3.5,6,12.5,6,9.5,16,13,31.5,30.5,32.5
E1WAP5,31.5,44,45.5,1.5,3.5,0.5,6,4,3,6,9,4,14,23,13.5,50,65,91
E1WAP6,111,135.5,131.5,7.5,13.5,6.5,21,29.5,12.5,13.5,33,27.5,55,65,65.5,222.5,238,345
E1WAP7,66,79.5,64,3,5.5,9,7,13.5,6,7,6,10,23.5,22.5,26.5,75,86,108.5
E1WAP8,20.5,24.5,14.5,2,1,1.5,4,2,0.5,3.5,4,6.5,6.5,11.5,15,50,59,86
E1WAP9,64,87,65,1.5,7.5,2,4,8,1.5,3.5,3,9,14,16,17.5,89,126.5,215
E1WAQ0,9.5,16.5,11.5,0.5,1,0,0.5,1,0,0,3,1.5,3.5,7,5,19.5,25.5,33
E1WAQ1,17,28,23.5,0,2.5,0.5,6,9,1.5,5.5,6.5,3.5,13,19.5,19,56.5,68.5,86.5
E1WAQ2,13.5,23.5,20.5,2,2,1.5,2,2,1,4.5,11.5,4,8,15.5,14.5,43.5,50,59
E1WAQ3,25,48,36.5,4,3,0,8.5,14.5,1.5,12.5,36,7,31.5,32,21,125,115,110
E1WAQ4,8.5,18,14.5,4,4,1.5,6,6,3.5,8,16.5,7,18,24,19.5,60.5,79,96
E1WAQ5,53.5,68.5,49.5,7,3,2,7.5,12.5,5,6.5,13,19,19,22,21.5,68,70.5,81
E1WAQ6,107.5,125,149,12,14,3,23.5,46.5,9,12,24.5,18.5,14.5,37.5,15,31.5,26.5,50.5
E1WAQ7,7.5,18.5,10.5,0,3,0,2,1.5,2,1,4,3,8,7.5,8.5,29,40,32.5
E1WAQ8,26.5,15.5,17,1.5,2,0,2.5,4.5,2.5,2.5,4,1,9,8,8.5,36.5,30.5,41
E1WAQ9,4.5,3,2,0,0,0,1,2.5,0,0,2,1.5,5,4.5,6.5,34.5,34,44.5
E1WAR0,4,3.5,1,0,0.5,0,0,0,0,2.5,3,1,4.5,5,4,31,46.5,32
E1WAR1,3.5,2,1,0,1.5,0,0.5,0.5,0,0,0,0,2,2.5,6,23.5,23.5,31
E1WAR2,10,8,11,8,8,4,8,32,11,17,29.5,28.5,40,53,31.5,47.5,59.5,64.5
E1WAR3,3,2.5,3.5,2,6,0.5,10,13,5,18.5,36.5,13,70.5,66.5,90.5,448.5,522,434.5
E1WAR4,6,12.5,1.5,5,2.5,1,11.5,16.5,5.5,11,34,17,38.5,48.5,62,59.5,87,76
E1WAR5,8,5,7.5,0.5,0,0.5,1,2,0,1.5,1.5,1,4.5,8,7.5,39,43.5,39
E1WAR6,4.5,9,6,0,1.5,0.5,3,2.5,1,0.5,0.5,1,8,9,5,48.5,53,51
E1WAR7,1.5,2,1.5,1,0,0.5,0.5,1,0.5,1.5,2,1,4,5,3,33.5,37,39.5
E1WAR8,0.5,3.5,0.5,1,0.5,0,0,1.5,1.5,0.5,2.5,0,1.5,0,4.5,11,15,14
E1WAR9,0,1,0,0,0,0,0.5,0.5,0,0.5,0,0,1,0.5,2,0.5,5,7
E1WAS0,1,1.5,0,0,0,0,0.5,1.5,0,0.5,0.5,0,1.5,2.5,0.5,8,7.5,9
E1WAS1,2,0.5,1,0.5,0,0,0,0,0,0,1,0,1,1.5,1,8.5,7,11
E1WAS2,2.5,0.5,1,0.5,0,0,0.5,1,0,0.5,0,1,2.5,2.5,1.5,19.5,8.5,21
E1WAS3,5.5,3,5.5,1,0.5,0,0,0,0,0.5,0.5,0,4.5,2.5,4.5,25.5,21,26.5
E1WAS4,2,0,1.5,0.5,0,0,0,1.5,0.5,0.5,3,0.5,3,2,5,14.5,18,16.5
E1WAS5,32,41,18.5,1.5,1.5,0.5,3,3,1,0.5,5,2,10,12,6.5,40,39.5,73.5
E1WAS6,223.5,259,343,17.5,21.5,5,24.5,45,11,21,27,22.5,123,141.5,108,535.5,645,814.5
E1WAS7,157.5,196.5,229.5,10.5,16,3.5,21,31.5,6.5,13.5,32,12,142,169,130,760,863,831
E1WAS8,102,107,137.5,7.5,13.5,4,9,16.5,4,9,15,5.5,75,86.5,61,405,470,503
E1WAS9,147,212,220.5,26,24.5,5,25.5,43,10,32,60,21,187,201,178.5,1044.5,1132,1158
E1WAT0,3.5,5.5,5.5,0,0,1,0.5,1,0,0.5,1.5,0,5,8,10.5,64.5,60.5,82.5
E1WAT1,13.5,34.5,15,2,5,1.5,2.5,5,3.5,2,9,6,11,18,25,67,62,96.5
E1WAT2,44,61.5,72,5,7,2,5.5,14.5,6,6,8.5,10.5,12,25.5,8.5,60.5,72.5,83.5
E1WAT3,85,112.5,157.5,6.5,8,5.5,23,19,13,12.5,33,22.5,46.5,55,51,138,163.5,210.5
E1WAT4,4,10.5,8,1.5,1.5,0,0.5,2.5,3.5,1,2,2,8,4,10,24,32,55.5
E1WAT5,3,1,4,0.5,1.5,0,2.5,1.5,0.5,3,2,0.5,4.5,7.5,8.5,37.5,44.5,52
E1WAT6,1.5,0.5,2,0,0,0,0,0,0,0.5,1,0,0,1,1,6.5,8,11
E1WAT7,4,8,8,0,0.5,0.5,0,1.5,0.5,1,2,3.5,2.5,2.5,3.5,14,21,30.5
E1WAT8,7,8,5.5,2,6,0.5,8,9.5,2,7.5,8,10.5,26,23.5,25.5,63.5,89,104
E1WAT9,12.5,16.5,23,0.5,3,0.5,4,6.5,5,6,9.5,4,18,19.5,19,52.5,78.5,88
E1WAU0,2.5,4.5,3.5,2.5,1,1,2.5,8.5,1.5,6,13,4.5,24,19.5,23,30.5,34.5,40.5
E1WAU1,264.5,319.5,175,74.5,68.5,17,85,132.5,50.5,51,165.5,113,168,201,174.5,363.5,407,453
E1WAU2,57.5,86,56.5,5.5,10,11.5,26.5,53,10.5,33,45.5,41,62.5,65,59,149,175,192
E1WAU3,7,14,12,13.5,15.5,6,20,41.5,19,23,74,43.5,69,86.5,55,48,63,73
E1WAU4,29.5,35,33.5,5.5,17,11.5,28,43,18,28,76,40,74,71.5,49.5,143,156.5,224.5
E1WAU5,81,121.5,94.5,14.5,30.5,22,47.5,83.5,38,42,107.5,83,115.5,147,102.5,275,305,373
E1WAU6,38,61,27,13.5,20,7.5,19,27,9,9,15,28.5,19.5,18,31.5,64.5,100,125
E1WAU7,5,4,5.5,0,1.5,0,2.5,5.5,1,3.5,4.5,6.5,9,9.5,12.5,51,53.5,62
E1WAU8,0,0.5,0.5,0,0,2,0,0.5,0.5,1.5,2.5,0,0,1.5,3,23,22.5,25
E1WAU9,126.5,174.5,189.5,11.5,11,7,17.5,23.5,10.5,18.5,34,18,49.5,58,41,148.5,171,181.5
E1WAV0,25,38.5,40.5,0.5,3.5,5.5,7.5,12,2.5,8,20,8.5,25,30.5,22,58,66,84
E1WAV1,30.5,47,50,2.5,2.5,3,5.5,4.5,4,2.5,9.5,7,28.5,27.5,24,124.5,129,170
E1WAV2,24.5,26.5,30,3,8,0,10,15,8.5,12.5,15,12.5,18,27,20,54,56,61
E1WAV3,13,12.5,8.5,1.5,4,0,0,1.5,2,3,3.5,7,7.5,5,5,55.5,52.5,77.5
E1WAV4,2,6,4,0.5,0.5,1.5,1,1,0,0,1,3,3.5,6,5.5,18.5,24.5,30
E1WAV5,0,4.5,4.5,0,0,0,0.5,2,0.5,0.5,0.5,2.5,4.5,4.5,7.5,27,24,36.5
E1WAV6,2,5,3.5,0,1,0,0.5,0.5,0,0,2,2,3,6.5,4,21.5,29.5,28
E1WAV7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2,3
E1WAV8,0,0,0,0,0.5,0,0,0,0,1,0,0,1.5,0.5,1,7.5,9.5,8.5
E1WAV9,0,2,0,0,0,0,1,0,0.5,0,0,0,0.5,1,0.5,4.5,10.5,5.5
E1WAW0,7,10.5,6,1,1,1.5,1.5,1,0,1,4,3,5,6,6.5,29.5,34.5,39
E1WAW1,1109.5,1210,1237.5,91.5,123,61,183,280,285,792,1309,263,1766,2135,1934,4024,4070.5,3507
E1WAW2,3.5,2,2,1,1,0,4.5,5.5,2,4.5,8.5,3,8.5,9.5,6,18,22.5,31
E1WAW3,2.5,3.5,3.5,0,1.5,0,0.5,1.5,0.5,0.5,3,0,5,11.5,4.5,32.5,20.5,25.5
E1WAW4,2,2.5,4,0,1,0,1,2,0,1,4,1,4,8.5,3.5,23,26,34
E1WAW5,3,1.5,1.5,0,0,2.5,0,0.5,0,0,1,1.5,5,2,4,27,25.5,20
E1WAW6,4.5,6,1,0,0,0,0,1.5,0,0,1,1,0.5,1.5,2.5,10,16,24.5
E1WAW7,1,2.5,2.5,0,0,0,0,1.5,0.5,0,1,0,3,3,4.5,22,27,34
E1WAW8,0.5,2,2,1,0.5,0,0.5,3,0.5,3.5,3,0.5,2.5,3,3,20,20,31.5
E1WAW9,0.5,1,4,0,2.5,0,1,1,0,0.5,2,2,2.5,4,6.5,42,41,56
E1WAX0,25,33,41.5,1.5,5,2.5,3.5,6,1,1.5,9,11.5,24,24.5,45,164,180,226.5
E1WAX1,46,53,46,6.5,8.5,1,11,18.5,3.5,7.5,16.5,9.5,23,34.5,24.5,81,102.5,100
E1WAX2,30,37,34.5,3.5,4.5,0,6.5,9.5,2,3.5,10,6.5,14,13.5,14,31.5,38,43.5
E1WAX4,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,2,0,3.5,1,4,4.5,4.5
E1WAX5,0.5,1,0,0,0.5,0,2.5,0.5,0,0.5,2,0.5,2,1,2.5,4.5,8,3.5
E1WAX6,0.5,0.5,0,0,0,0,2.5,0.5,0,0,1,0.5,2,2.5,0.5,6.5,7,5.5
E1WAX7,0,1,1.5,0,2,0,0.5,2,0.5,2,2.5,0.5,6,2,1.5,11,14,15
E1WAX8,2,0,0.5,1,0,0,0,3,2.5,0,1.5,1.5,4,2,2,5,7.5,9.5
E1WAX9,1,0.5,1.5,0,0,0,1,6,1,2,5,1,10.5,12,1.5,23.5,18.5,28
E1WAY0,0.5,1.5,4,1,1,0.5,1,3.5,2,2,5.5,2,16.5,11.5,2,16,15.5,16
E1WAY1,0,4.5,2,0.5,2.5,0,1.5,3.5,1,5,8.5,1.5,10.5,13.5,4.5,17,12.5,19.5
E1WAY2,14,18,14,2.5,1.5,1,4.5,10.5,2.5,6,12.5,6,20.5,29,13.5,47,59.5,58
E1WAY3,9,7.5,3.5,2.5,2,0.5,3.5,3.5,1.5,3,7,1,13,11.5,9.5,91,82.5,81.5
E1WAY4,5.5,5,4.5,0.5,1.5,0.5,0.5,0.5,1,3.5,5,1,14.5,9.5,14.5,98.5,102.5,102
E1WAY5,3,2.5,2.5,0,0.5,0,0,2.5,1,0,1,0,2.5,5.5,5.5,35.5,27,58.5
E1WAY6,6,18,10,0,2.5,0,2,3,2,1,7.5,3.5,13,8.5,20.5,85,110.5,134
E1WAY7,1,0,1,0,1,0,0.5,2.5,0,1,1,0.5,2,1.5,7,8.5,10.5,16
E1WAY8,1,3,2,1.5,0,2,6.5,5.5,1.5,9.5,24.5,11,38.5,45.5,21.5,46,56.5,59.5
E1WAZ0,11.5,10,8,0,0,0,0,0,0,1,0,1,2.5,2.5,4,29.5,30.5,28.5
E1WAZ1,9,13,14.5,8,6,4.5,12.5,32.5,7,5,11,8.5,58.5,62,60,246.5,288.5,388.5
E1WAZ2,17,15.5,19,3.5,2.5,0.5,7,10,1,5,12.5,8,21.5,18,11,48.5,81,81.5
E1WAZ3,73,120.5,78.5,8,7,1,11.5,21,3.5,9,11,8,20.5,19,21,67,79.5,99
E1WAZ4,1.5,2.5,3,0,0.5,1,0.5,1.5,0.5,2.5,2,0,1,4,2.5,10.5,8.5,11.5
E1WAZ5,3,5,6,2,2,1.5,3,5,2,1.5,8,2,4,6,4,10.5,17,15.5
E1WAZ6,0.5,3,3,0,0,0,0,0.5,0,0,1,0,2,2,1,5.5,7.5,11
E1WAZ7,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,1,1.5,0.5,9.5,9,12
E1WAZ8,0,4.5,1.5,0,0,0,0,2,0.5,2,1,1.5,11.5,7,5,23,33,53
E1WAZ9,1,0,0,0,0.5,0,0,0,0,1,3,0,2.5,0.5,1.5,6.5,6.5,16
E1WB00,1,1.5,1.5,0.5,0,0,2,0,0,0.5,2.5,0.5,4.5,3.5,1,10,14,14
E1WB01,0,0,0.5,0,0,0,0,0,0.5,1,1,1.5,2,5.5,2,10.5,9,17.5
E1WB02,3.5,1.5,4.5,1,2,0.5,2.5,2,0,2.5,3.5,2,4,3,4,14.5,11.5,16
E1WB03,19.5,20,27,17,16,9.5,44.5,96,17,60.5,84,19,45.5,42,24.5,48,38.5,43.5
E1WB04,45,50.5,59,3,7,2.5,2.5,10.5,5.5,6.5,14.5,5.5,13.5,24.5,22.5,57,75.5,59
E1WB05,10,12,9,0.5,1.5,0,0.5,1.5,0,0,3,2,7.5,4.5,8.5,30.5,37,44.5
E1WB06,3.5,4.5,3,1.5,1.5,0,0,2,0,1,0.5,0,3.5,2,7.5,36,45,58.5
E1WB07,15.5,25.5,24,0,4.5,1,2,6,3,1.5,3,3,4,7,7.5,35,40,56
E1WB08,7,5.5,5,0,0.5,0,0.5,0.5,0,1.5,5,1,3,3,3.5,35,35,49
E1WB09,120.5,133.5,182,21.5,10.5,5.5,24,43,16,24.5,62.5,38,91,121,92,401,415.5,512.5
E1WB10,34.5,35,32,4.5,9,0.5,3.5,8,2,2.5,11,7.5,19,30.5,21,78,87.5,91.5
E1WB11,64.5,83,92.5,3,4.5,7.5,15,29.5,10.5,24,35,18.5,43.5,52,34,171.5,161.5,188
E1WB12,63.5,26,28.5,3.5,2,0.5,4.5,11,2,8.5,5.5,8,21,17.5,19.5,64,62.5,129.5
E1WB13,73.5,98.5,116,2.5,3.5,2,14,11.5,8,14,21,12.5,35,48,46.5,270.5,300,400
E1WB14,49,81,76,2.5,3.5,1.5,6.5,9.5,5.5,8.5,13.5,13.5,28.5,29,38.5,162.5,160,215
E1WB15,8,10.5,6,0.5,1.5,0,0.5,3,0.5,0.5,2.5,0.5,8,10.5,6,51.5,61,64.5
E1WB16,2,1.5,1.5,0.5,0,0,2,3.5,1,0.5,2.5,4,4.5,6,12,30.5,35,50.5
E1WB17,1,1.5,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,10,12.5,16.5
E1WB18,1,1.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,2.5,10,15.5,16
E1WB19,0.5,0,0.5,0,0,0,1,2,1,0.5,1,0.5,5,4.5,5,16,24.5,22.5
E1WB20,25.5,20.5,23.5,3,4,1,6,10,5.5,22.5,36.5,10,47.5,50.5,24,191,142,116
E1WB21,31.5,29,33.5,3.5,5,0,4.5,15.5,4.5,9,14,13.5,29,25,25,120.5,140,173
E1WB22,18,18,16,0.5,1.5,0.5,4.5,9,2.5,6.5,12.5,9,15,21,24,91,100.5,122.5
E1WB23,53,71.5,59,7.5,7,3.5,11.5,24.5,5,22.5,49.5,14.5,86,100,40,355,398,178.5
E1WB24,52,73.5,63,4.5,11.5,3.5,11,28.5,5.5,14.5,32,16,40,44,34,138.5,167.5,167
E1WB25,27.5,42,23.5,3,5.5,2,7.5,15,6,8.5,19.5,8.5,26.5,21.5,25,93.5,89.5,105.5
E1WB26,23,38,39,5,5.5,1,6.5,20,4,5.5,19.5,10,28,34.5,20.5,107,127,143
E1WB27,38,45.5,55,6.5,11,1.5,9.5,19.5,5.5,9.5,23.5,8.5,22,24,18,72,85,97.5
E1WB28,37.5,66,73,7.5,8,5,10.5,18.5,4.5,15,30.5,13.5,31,41.5,25,105,131.5,130
E1WB29,16.5,24,16.5,2.5,5,1.5,4.5,7.5,1.5,3,20,6.5,22.5,20,14,86.5,76,73.5
E1WB30,32.5,30,32,2.5,5.5,0,4,4,3.5,2.5,7.5,7.5,11.5,18.5,21.5,108,95.5,116
E1WB31,99.5,122.5,121,4,6.5,6,10.5,20.5,8,6.5,10,14.5,25.5,35,48.5,248.5,283.5,314.5
E1WB32,8,8.5,7,1,4,0.5,2.5,2.5,1,3.5,5.5,3,10.5,11.5,10,47,42,58
E1WB33,0.5,3.5,1,0,0.5,0,0.5,1,0,3.5,2,0.5,2,6,4,18,16,23
E1WB34,1,0,1.5,0,0,0,0,0.5,0,2,1,0,1,1.5,2,14,12.5,12.5
E1WB35,14,15,8.5,2,5.5,0,2.5,13.5,3,6.5,16.5,8,15.5,20.5,16.5,53.5,56.5,67
E1WB36,3.5,5.5,6,38.5,34,5,54.5,99,19,61,123,103,114.5,151,63.5,126,136,116.5
E1WB37,2,2,2.5,5,2,0.5,5.5,12,1.5,8.5,10,10.5,21,21,12,15,26.5,35.5
E1WB38,2.5,5,4,1,2,2,5.5,16.5,2.5,11,19.5,14,26,25,22.5,36.5,42,49.5
