Gene.Ontology.ID,Function
GO:0008773,  [protein-PII] uridylyltransferase activity  [isa: 0003824  0003674 ]
GO:0047388,  [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase  [isa: 0003824  0003674 ]
GO:0103039,  protein methylthiotransferase activity  [isa: 0003824  0003674 ]
GO:0000150,  recombinase activity  [isa: 0003824  0003674 ]
GO:0009009,  site-specific recombinase activity  [isa: 0000150  0003824  0003674 ]
GO:0009037,  tyrosine-based site-specific recombinase activity  [isa: 0009009  0000150  0003824  0003674 ]
GO:0003678,  DNA helicase activity  [isa: 0003824  0003674 ]
GO:0009378,  four-way junction helicase activity  [isa: 0003678  0003824  0003674 ]
GO:0017116,  single-stranded DNA helicase activity  [isa: 0003678  0003824  0003674 ]
GO:0003906,  DNA- [isa: 0003824  0003674 ]
GO:0004803,  transposase activity  [isa: 0003824  0003674 ]
GO:0008907,  integrase activity  [isa: 0003824  0003674 ]
GO:0033677,  DNA/RNA helicase activity  [isa: 0003824  0003674 ]
GO:0003724,  RNA helicase activity  [isa: 0003824  0003674 ]
GO:0034458,  3'-5' RNA helicase activity  [isa: 0003724  0003824  0003674 ]
GO:0004523,  RNA-DNA hybrid ribonuclease activity  [isa: 0004521  0004540  0003824  0003674 ]
GO:0033897,  ribonuclease T2 activity  [isa: 0004521  0004540  0003824  0003674 ]
GO:0000175,  3'-5'-exoribonuclease activity  [isa: 0004532  0004540  0003824  0003674 ]
GO:0008859,  exoribonuclease II activity  [isa: 0004532  0004540  0003824  0003674 ]
GO:0033890,  ribonuclease D activity  [isa: 0004532  0004540  0003824  0003674 ]
GO:0030696,  tRNA  [isa: 0016300  0008175  0008173  0003824  0003674 ]
GO:0097697,  tRNA 5-carboxymethoxyuridine methyltransferase activity  [isa: 0016300  0008175  0008173  0003824  0003674 ]
GO:0052906,  tRNA  [isa: 0009019  0016423  0008175  0008173  0003824  0003674 ]
GO:0003896,  DNA primase activity  [isa: 0003899  0034062  0097747  0003824  0003674 ]
GO:0016437,  tRNA cytidylyltransferase activity  [isa: 0003824  0003674 ]
GO:0005198,  structural molecule activity  [isa: 0003674 ]
GO:0003735,  structural constituent of ribosome  [isa: 0005198  0003674 ]
GO:0005215,  transporter activity  [isa: 0003674 ]
GO:0005319,  lipid transporter activity  [isa: 0005215  0003674 ]
GO:0005548,  phospholipid transporter activity  [isa: 0005319  0005215  0003674 ]
GO:0051978,  lysophospholipid:sodium symporter activity  [isa: 0005548  0005319  0005215  0003674 ]
GO:0015221,  lipopolysaccharide transmembrane transporter activity  [isa: 0005319  0005215  0003674 ]
GO:0034040,  ATPase-coupled lipid transmembrane transporter activity  [isa: 0005319  0005215  0003674 ]
GO:0005344,  oxygen carrier activity  [isa: 0005215  0003674 ]
GO:0022857,  transmembrane transporter activity  [isa: 0005215  0003674 ]
GO:0005275,  amine transmembrane transporter activity  [isa: 0022857  0005215  0003674 ]
GO:0034228,  ethanolamine transmembrane transporter activity  [isa: 0005275  0022857  0005215  0003674 ]
GO:0005326,  neurotransmitter transmembrane transporter activity  [isa: 0022857  0005215  0003674 ]
GO:0015185,  gamma-aminobutyric acid transmembrane transporter activity  [isa: 0005326  0022857  0005215  0003674 ]
GO:0005342,  organic acid transmembrane transporter activity  [isa: 0022857  0005215  0003674 ]
GO:0005343,  organic acid:sodium symporter activity  [isa: 0005342  0022857  0005215  0003674 ]
GO:0005283,  amino acid:sodium symporter activity  [isa: 0005343  0005342  0022857  0005215  0003674 ]
GO:0005298,  proline:sodium symporter activity  [isa: 0005283  0005343  0005342  0022857  0005215  0003674 ]
GO:0015501,  glutamate:sodium symporter activity  [isa: 0005283  0005343  0005342  0022857  0005215  0003674 ]
GO:0015655,  alanine:sodium symporter activity  [isa: 0005283  0005343  0005342  0022857  0005215  0003674 ]
GO:0017153,  sodium:dicarboxylate symporter activity  [isa: 0005343  0005342  0022857  0005215  0003674 ]
GO:0033283,  ATPase-coupled organic acid transmembrane transporter activity  [isa: 0005342  0022857  0005215  0003674 ]
GO:0033284,  ATPase-coupled carboxylic acid transmembrane transporter activity  [isa: 0033283  0005342  0022857  0005215  0003674 ]
GO:0015424,  ATPase-coupled amino acid transmembrane transporter activity  [isa: 0033284  0033283  0005342  0022857  0005215  0003674 ]
GO:0046943,  carboxylic acid transmembrane transporter activity  [isa: 0005342  0022857  0005215  0003674 ]
GO:0005310,  dicarboxylic acid transmembrane transporter activity  [isa: 0046943  0005342  0022857  0005215  0003674 ]
GO:0015556,  C4-dicarboxylate transmembrane transporter activity  [isa: 0005310  0046943  0005342  0022857  0005215  0003674 ]
GO:0008028,  monocarboxylic acid transmembrane transporter activity  [isa: 0046943  0005342  0022857  0005215  0003674 ]
GO:0015123,  acetate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015129,  lactate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015233,  pantothenate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015355,  secondary active monocarboxylate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015649,  2-keto-3-deoxygluconate:proton symporter activity  [isa: 0015355  0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015499,  formate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0042879,  aldonate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015128,  gluconate transmembrane transporter activity  [isa: 0042879  0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0042925,  benzoate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0043879,  glycolate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:1901241,  4-hydroxyphenylacetate transmembrane transporter activity  [isa: 0008028  0046943  0005342  0022857  0005215  0003674 ]
GO:0015136,  sialic acid transmembrane transporter activity  [isa: 0046943  0005342  0022857  0005215  0003674 ]
GO:0015538,  sialic acid:proton symporter activity  [isa: 0015136  0046943  0005342  0022857  0005215  0003674 ]
GO:0015171,  amino acid transmembrane transporter activity  [isa: 0046943  0005342  0022857  0005215  0003674 ]
GO:0000099,  sulfur amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0043865,  methionine transmembrane transporter activity  [isa: 0000099  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0048474,  D-methionine transmembrane transporter activity  [isa: 0043865  0000099  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0005416,  amino acid:cation symporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0005280,  amino acid:proton symporter activity  [isa: 0005416  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015173,  aromatic amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015174,  basic amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015181,  arginine transmembrane transporter activity  [isa: 0015174  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015175,  neutral amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015195,  L-threonine transmembrane transporter activity  [isa: 0015175  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015565,  threonine efflux transmembrane transporter activity  [isa: 0015195  0015175  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0022858,  alanine transmembrane transporter activity  [isa: 0015175  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0022889,  serine transmembrane transporter activity  [isa: 0015175  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015179,  L-amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0000064,  L-ornithine transmembrane transporter activity  [isa: 0015179  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015496,  putrescine:ornithine antiporter activity  [isa: 0000064  0015179  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0034639,  L-amino acid efflux transmembrane transporter activity  [isa: 0015179  0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015658,  branched-chain amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0042943,  D-amino acid transmembrane transporter activity  [isa: 0015171  0046943  0005342  0022857  0005215  0003674 ]
GO:0015075,  ion transmembrane transporter activity  [isa: 0022857  0005215  0003674 ]
GO:0005216,  ion channel activity  [isa: 0015075  0022857  0005215  0003674 ]
GO:0005253,  anion channel activity  [isa: 0005216  0015075  0022857  0005215  0003674 ]
GO:0005254,  chloride channel activity  [isa: 0005253  0005216  0015075  0022857  0005215  0003674 ]
GO:0005247,  voltage-gated chloride channel activity  [isa: 0005254  0005253  0005216  0015075  0022857  0005215  0003674 ]
GO:0008308,  voltage-gated anion channel activity  [isa: 0005253  0005216  0015075  0022857  0005215  0003674 ]
GO:0005261,  cation channel activity  [isa: 0005216  0015075  0022857  0005215  0003674 ]
GO:0015252,  proton channel activity  [isa: 0005261  0005216  0015075  0022857  0005215  0003674 ]
GO:0008381,  mechanosensitive ion channel activity  [isa: 0005216  0015075  0022857  0005215  0003674 ]
GO:0015276,  ligand-gated ion channel activity  [isa: 0005216  0015075  0022857  0005215  0003674 ]
GO:0005230,  extracellular ligand-gated ion channel activity  [isa: 0015276  0005216  0015075  0022857  0005215  0003674 ]
GO:0022824,  transmitter-gated ion channel activity  [isa: 0005230  0015276  0005216  0015075  0022857  0005215  0003674 ]
GO:0004970,  ionotropic glutamate receptor activity  [isa: 0022824  0005230  0015276  0005216  0015075  0022857  0005215  0003674 ]
GO:0005244,  voltage-gated ion channel activity  [isa: 0015075  0022857  0005215  0003674 ]
GO:0008324,  cation transmembrane transporter activity  [isa: 0015075  0022857  0005215  0003674 ]
GO:0008519,  ammonium transmembrane transporter activity  [isa: 0008324  0015075  0022857  0005215  0003674 ]
GO:0015489,  putrescine transmembrane transporter activity  [isa: 0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0015594,  ATPase-coupled putrescine transmembrane transporter activity  [isa: 0015489  0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0015606,  spermidine transmembrane transporter activity  [isa: 0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0015595,  ATPase-coupled spermidine transmembrane transporter activity  [isa: 0015606  0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0015651,  quaternary ammonium group transmembrane transporter activity  [isa: 0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0015226,  carnitine transmembrane transporter activity  [isa: 0015651  0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:1901235,   [isa: 0015226  0015651  0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0044667,   [isa: 1901235  0015226  0015651  0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:1901236,  4- [isa: 0015651  0008519  0008324  0015075  0022857  0005215  0003674 ]
GO:0015101,  organic cation transmembrane transporter activity  [isa: 0008324  0015075  0022857  0005215  0003674 ]
GO:0015298,  solute:cation antiporter activity  [isa: 0008324  0015075  0022857  0005215  0003674 ]
GO:0015299,  solute:proton antiporter activity  [isa: 0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0005451,  monovalent cation:proton antiporter activity  [isa: 0015299  0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0015385,  sodium:proton antiporter activity  [isa: 0005451  0015299  0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0015386,  potassium:proton antiporter activity  [isa: 0005451  0015299  0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0051139,  metal ion:proton antiporter activity  [isa: 0015299  0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0015491,  cation:cation antiporter activity  [isa: 0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0022821,  potassium ion antiporter activity  [isa: 0015298  0008324  0015075  0022857  0005215  0003674 ]
GO:0022890,  inorganic cation transmembrane transporter activity  [isa: 0008324  0015075  0022857  0005215  0003674 ]
GO:0015077,  monovalent inorganic cation transmembrane transporter activity  [isa: 0022890  0008324  0015075  0022857  0005215  0003674 ]
GO:0015294,  solute:cation symporter activity  [isa: 0022890  0008324  0015075  0022857  0005215  0003674 ]
GO:0019829,  ATPase-coupled cation transmembrane transporter activity  [isa: 0022890  0008324  0015075  0022857  0005215  0003674 ]
GO:0046873,  metal ion transmembrane transporter activity  [isa: 0022890  0008324  0015075  0022857  0005215  0003674 ]
GO:0072509,  divalent inorganic cation transmembrane transporter activity  [isa: 0022890  0008324  0015075  0022857  0005215  0003674 ]
GO:0008509,  anion transmembrane transporter activity  [isa: 0015075  0022857  0005215  0003674 ]
GO:0008514,  organic anion transmembrane transporter activity  [isa: 0008509  0015075  0022857  0005215  0003674 ]
GO:0015169,  glycerol-3-phosphate transmembrane transporter activity  [isa: 0008514  0008509  0015075  0022857  0005215  0003674 ]
GO:0015430,  ATPase-coupled glycerol-3-phosphate transmembrane transporter activity  [isa: 0015169  0008514  0008509  0015075  0022857  0005215  0003674 ]
GO:0042931,  enterobactin transmembrane transporter activity  [isa: 0008514  0008509  0015075  0022857  0005215  0003674 ]
GO:0015103,  inorganic anion transmembrane transporter activity  [isa: 0008509  0015075  0022857  0005215  0003674 ]
GO:0015098,  molybdate ion transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015108,  chloride transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015112,  nitrate transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015113,  nitrite transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015114,  phosphate ion transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015116,  sulfate transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015419,  ATPase-coupled sulfate transmembrane transporter activity  [isa: 0015116  0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0015296,  anion:cation symporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0043225,  ATPase-coupled inorganic anion transmembrane transporter activity  [isa: 0015103  0008509  0015075  0022857  0005215  0003674 ]
GO:0140323,  solute:anion antiporter activity  [isa: 0008509  0015075  0022857  0005215  0003674 ]
GO:0022853,  active ion transmembrane transporter activity  [isa: 0015075  0022857  0005215  0003674 ]
GO:0009678,  pyrophosphate hydrolysis-driven proton transmembrane transporter activity  [isa: 0022853  0015075  0022857  0005215  0003674 ]
GO:0005402,  carbohydrate:cation symporter activity  [isa: 0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0005351,  carbohydrate:proton symporter activity  [isa: 0005402  0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015295,  solute:proton symporter activity  [isa: 0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015333,  peptide:proton symporter activity  [isa: 0015295  0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015506,  nucleoside:proton symporter activity  [isa: 0015295  0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015377,  cation:chloride symporter activity  [isa: 0015296  0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015379,  potassium:chloride symporter activity  [isa: 0015377  0015296  0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015370,  solute:sodium symporter activity  [isa: 0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0005436,  sodium:phosphate symporter activity  [isa: 0015370  0015294  0022853  0015075  0022857  0005215  0003674 ]
GO:0015503,  glutathione-regulated potassium exporter activity  [isa: 0022853  0015075  0022857  0005215  0003674 ]
GO:0042625,  ATPase-coupled ion transmembrane transporter activity  [isa: 0022853  0015075  0022857  0005215  0003674 ]
GO:0015633,  ATPase-coupled zinc transmembrane transporter activity  [isa: 0019829  0042625  0022853  0015075  0022857  0005215  0003674 ]
GO:0015412,  ATPase-coupled molybdate transmembrane transporter activity  [isa: 0043225  0042625  0022853  0015075  0022857  0005215  0003674 ]
GO:0015415,  ATPase-coupled phosphate ion transmembrane transporter activity  [isa: 0043225  0042625  0022853  0015075  0022857  0005215  0003674 ]
GO:0015144,  carbohydrate transmembrane transporter activity  [isa: 0022857  0005215  0003674 ]
GO:0015157,  oligosaccharide transmembrane transporter activity  [isa: 0015144  0022857  0005215  0003674 ]
GO:0015154,  disaccharide transmembrane transporter activity  [isa: 0015157  0015144  0022857  0005215  0003674 ]
GO:0005363,  maltose transmembrane transporter activity  [isa: 0015154  0015157  0015144  0022857  0005215  0003674 ]
